lemma	pos	freq_ipm
мешаться	v	2.4
мешкать	v	2.1
мешковатый	a	1.6
мешковина	s	1.8
мешок	s	61.1
мешочек	s	7
мешочник	s	0.5
мещанин	s	4.1
мещанка	s	0.8
мещанский	a	3.8
мещанство	s	2
мещерский	a	1.8
мзда	s	1.5
мздоимец	s	0.5
мздоимство	s	0.7
Ми	s.PROP	8.8
миазмы	s	0.5
Миасс	s.PROP	1.7
миасский	a	0.9
миг	s	55.9
мигалка	s	2.8
мигание	s	0.5
мигать	v	7.3
мигнуть	v	2
мигом	adv	4.2
мигрант	s	8
миграционный	a	8
миграция	s	13.1
мигрень	s	1.8
мигрировать	v	1.3
МИД	s.PROP	21
мидия	s	1.3
мидовский	a	1
мизансцена	s	4.8
мизантроп	s	0.9
мизер	s	0.8
мизерный	a	4.5
мизинец	s	5
мизинчик	s	0.5
Мика	s.PROP	7.7
Микеланджело	s.PROP	2.6
Микоян	s.PROP	6.2
микояновский	a	0.5
микро	a	0.8
микроавтобус	s	2.7
микроб	s	4.7
микробиолог	s	0.8
микробиологический	a	1
микробиология	s	1.8
микробный	a	0.5
микроволновка	s	0.6
микроволновый	a	1.4
микроклимат	s	1.3
микрокосм	s	0.7
микрометр	s	0.6
микромир	s	1.9
микрон	s	1
микроорганизм	s	3.8
микропроцессор	s	0.8
микропроцессорный	a	0.6
микрорайон	s	6.1
микроскоп	s	6
микроскопический	a	3.7
микроскопия	s	1.7
микроструктура	s	1.1
микросхема	s	1.5
микротрещина	s	0.4
микроуровень	s	0.7
микрофлора	s	1.4
микрофон	s	16.3
микрочастица	s	1
микрочип	s	0.7
микроэлектроника	s	0.6
микроэлемент	s	2.2
миксбордер	s	0.9
миксер	s	0.6
микстура	s	1.2
Мила	s.PROP	10
Милан	s.PROP	5.7
миланский	a	1.6
милашка	s	0.5
милая	s	5.2
миледи	s	0.9
милейший	a	3.5
миленький	a	7.9
милитаризация	s	0.7
милитаризм	s	0.8
милитарист	s	0.4
милитаристский	a	0.8
милицейский	a	21
милиционер	s	52.1
милиция	s	89.9
милка	s	1.4
миллениум	s	0.4
Миллер	s.PROP	7
миллиард	s	43.9
миллиардер	s	3.5
миллиардный	a	1.3
миллиграмм	s	0.9
миллилитр	s	1
миллиметр	s	6.7
миллиметровый	a	1.2
миллион	s	150.4
миллионер	s	10
миллионерша	s	0.7
миллионный	a	6
мило	adv	4.9
миловать	v	2.4
миловидный	a	3.8
милок	s	1.1
милорд	s	5.9
милосердие	s	11
милосердно	adv	0.4
милосердный	a	3.1
милосский	a	0.7
милостиво	adv	2.4
милостивый	a	5.4
милостыня	s	3.3
милость	s	20.6
милочка	s	3
Милошевич	s.PROP	1.9
милый	a	90.7
милый	s	0.4
мильон	s	0.6
миля	s	9.2
миляга	s	1.5
мим	s	0.9
миманс	s	0.6
мимика	s	4
мимикрия	s	0.7
мимический	a	1.1
мимо	adv	36.6
мимо	pr	75.9
мимоза	s	0.9
мимолетно	adv	1.4
мимолетность	s	0.4
мимолетный	a	6
мимоходом	adv	5.1
мина	s	42.2
минарет	s	1.2
Минатом	s.PROP	1.8
мингрел	s	0.4
миндалевидный	a	0.5
миндалина	s	0.9
миндаль	s	2.2
миндальный	a	1
минер	s	0.9
минерал	s	9.2
минерализация	s	1.4
минерализовать	v	0.4
минералка	s	1.6
минералогический	a	0.9
минералогия	s	0.8
минерально-сырьевой	a	1.9
минеральный	a	17.7
минет	s	1
минея	s	1
Минздрав	s.PROP	5.7
мини	a	1.4
миниатюра	s	6.3
миниатюризация	s	0.4
миниатюрный	a	7.3
мини-бар	s	0.4
минивэн	s	0.7
мини-завод	s	1.2
минимализм	s	1.6
минималистский	a	0.4
минимально	adv	2.7
минимальный	a	52.7
минимизация	s	3.1
минимизировать	v	2.7
минимум	adv	1.7
минимум	s	51.3
Минин	s.PROP	2.7
мини-пекарня	s	0.5
минирование	s	0.7
минировать	v	0.5
мини-рынок	s	0.4
министерский	a	4.9
министерство	s	102.8
министерша	s	0.4
министр	s	154.1
мини-футбол	s	0.7
мини-юбка	s	1.4
минно-взрывной	a	0.4
минный	a	3.6
Минобороны	s.PROP	13.1
миновать	v	28
минога	s	0.5
миноискатель	s	0.4
миномет	s	5.4
минометный	a	1.8
минометчик	s	0.6
миноносец	s	1.1
минор	s	1.4
миноритарий	s	0.4
миноритарный	a	1.7
минорный	a	1.1
Минпечати	s.PROP	2.2
Минсельхоз	s.PROP	3
Минск	s.PROP	9.5
минский	a	3.6
минтай	s	1.2
Минтранс	s.PROP	2.5
Минтруд	s.PROP	2.4
минувший	a	22.7
минус	conj	0.5
минус	pr	2.7
минус	s	16.7
минусовый	a	1
минута	s	344.2
минутка	s	9.6
минутный	a	5.9
минуточка	s	5.4
минуть	v	6.2
Минфин	s.PROP	17.7
Минэкономразвития	s.PROP	10.7
Минюст	s.PROP	5.3
миокард	s	1.2
мир	s	714.7
мираж	s	6.8
мириада	s	1.3
мирить	v	0.8
мириться	v	7.1
мирно	adv	15
мирный	a	48.1
миро	s	1.3
мировоззрение	s	11.1
мировоззренческий	a	3
мировой	a	182.3
мировосприятие	s	1.8
мироед	s	0.9
мироздание	s	7.7
мирок	s	2
миролюбиво	adv	2.8
миролюбивый	a	2.5
миролюбие	s	0.8
Миронов	s.PROP	15
мироощущение	s	2.9
миропомазание	s	0.4
миропонимание	s	1.2
миропорядок	s	1.5
миросозерцание	s	1
миротворец	s	3.2
миротворческий	a	6
миротворчество	s	0.7
мироточение	s	0.4
мироустройство	s	1.4
мирра	s	0.8
мирской	a	5.4
мирт	s	0.5
мирянин	s	3.7
миска	s	12.1
мисочка	s	0.6
мисс	s	5.3
миссионер	s	2.8
миссионерский	a	3.4
миссионерство	s	0.4
миссис	s	3.1
миссия	s	22
мистер	s	14.5
мистерия	s	2.5
мистик	s	2
мистика	s	6.3
мистификатор	s	0.5
мистификация	s	2.4
мистифицировать	v	0.4
мистицизм	s	1.1
мистически	adv	0.8
мистический	a	14
митек	s	1.3
митин	a	2
Митин	s.PROP	1.7
митинг	s	16.4
митинговать	v	1.5
митинговый	a	0.4
митоген	s	0.4
митоз	s	0.4
митотический	a	0.4
митохондрия	s	0.7
митра	s	0.9
митрополит	s	25.4
митрополия	s	0.5
Митрофанов	s.PROP	2.8
Митрохин	s.PROP	5
Митька	s.PROP	8.7
Митя	s.PROP	46.7
миусский	a	0.4
миф	s	28.9
мифический	a	5.1
мифологема	s	0.7
мифологизация	s	0.4
мифологизировать	v	0.5
мифологический	a	4.7
мифология	s	5.2
мифотворчество	s	0.5
Михаил	s.PROP	147.4
Михайлов	s.PROP	12.4
Михайлович	s.PROP	49.8
Михайловна	s.PROP	20
михайловский	a	2.8
Михайловский	s.PROP	2.2
Михал	s.PROP	2.1
Михалков	s.PROP	6.1
Михалыч	s.PROP	6.4
Михаэль	s.PROP	7.2
Михоэлс	s.PROP	3
мичман	s	3.7
мичуринец	s	0.6
мичуринский	a	1.6
Миша	s.PROP	79.5
Мишель	s.PROP	7.5
мишень	s	10.1
Мишенька	s.PROP	1.9
мишин	a	1.3
Мишин	s.PROP	3.5
Мишка	s.PROP	25.5
мишкин	a	0.9
мишура	s	1.6
МК	s.PROP	4.9
МКАД	s.PROP	3.4
мкг	s.PROP	7
мкл	s.PROP	4
мкм	s.PROP	4
МКС	s.PROP	1.7
мл	s.PROP	20.1
младенец	s	23.6
младенческий	a	3.2
младенчество	s	3.2
младенчик	s	0.5
младой	a	2.2
младшенький	a	1
младший	a	63.1
млекопитающее	s	3.6
млеть	v	3
млечный	a	2.2
млн	s.PROP	106.5
млрд	s.PROP	63.5
мля	intj	0.7
мм	intj	12.2
мм	s.PROP	39.8
м-м	intj	5.1
ммм	intj	1
м-м-м	intj	1.6
МН	s.PROP	2.3
мнение	s	228.4
мнимость	s	0.5
мнимый	a	8
мнительность	s	1.1
мнительный	a	1.6
мнить	v	2.7
мниться	v	1.5
многажды	adv	0.7
многие	spro	81.8
многий	apro	340.9
много	adv	84
много	advpro	14.5
много	num	480
многоаспектный	a	0.4
многоборье	s	0.8
многовариантность	s	0.4
многовариантный	a	0.4
многовато	adv	1.6
многовато	num	0.6
многовековой	a	3.6
многоголосый	a	1
многогранник	s	3
многогранность	s	0.6
многогранный	a	3.1
многодетный	a	4
многодневный	a	1.5
многое	spro	124
многоженство	s	0.5
многозначительно	adv	6.6
многозначительность	s	0.7
многозначительный	a	4.5
многозначность	s	0.6
многозначный	a	1.4
многоканальный	a	1.5
многоквартирный	a	1.5
многокилометровый	a	0.7
многоклеточный	a	0.7
многокомпонентный	a	0.9
многоконфессиональный	a	0.4
многократно	adv	11.6
многократный	a	5.3
многокритериальный	a	0.6
многолетний	a	20.1
многолетник	s	1.3
многоликий	a	1.7
многолюдно	adv	0.4
многолюдный	a	3.5
многолюдье	s	0.4
многомерность	s	0.5
многомерный	a	3.2
многомесячный	a	1.2
многометровый	a	0.5
многомиллиардный	a	0.8
многомиллионный	a	3.4
много-много	adv	2.7
много-много	num	1.4
многонациональный	a	6.1
многообещающе	adv	0.4
многообещающий	a	3
многообразие	s	9.5
многообразный	a	4.6
многоопытный	a	1.9
многоотраслевой	a	0.4
многопартийность	s	0.8
многопартийный	a	0.6
многоплановый	a	1.5
многопользовательский	a	0.4
многополярный	a	0.5
многопрофильный	a	1
многоразовый	a	1.1
многорукий	a	0.4
многосерийный	a	0.7
многословие	s	0.8
многословно	adv	0.7
многословный	a	1.5
многосложный	a	0.4
многослойный	a	3.5
многосторонний	a	3.5
многострадальный	a	4.1
многостраничный	a	0.6
многоступенчатый	a	1.4
многотиражка	s	1
многотиражный	a	0.6
многотомный	a	1.3
многотонный	a	0.9
многоточие	s	1.4
многотрудный	a	1.1
многотысячный	a	2.6
многоуважаемый	a	1.2
многоугольник	s	1.7
многоуровневый	a	2
многофакторный	a	0.5
многофигурный	a	0.4
многофункциональный	a	3.9
многоцветный	a	1.7
многоцелевой	a	2.6
многочасовой	a	2.5
многочисленность	s	0.6
многочисленный	a	62.3
многочлен	s	0.6
многоэтажка	s	0.7
многоэтажный	a	5.1
многоязычный	a	0.4
многоярусный	a	1
множественность	s	3
множественный	a	4.4
множество	s	113.3
множитель	s	0.6
множить	v	1.1
множиться	v	2.2
МНС	s.PROP	5.2
МО	s.PROP	8.4
мобила	s	0.7
мобилизационный	a	3.3
мобилизация	s	6.3
мобилизованный	s	0.4
мобилизовать	v	6.1
мобилизоваться	v	0.5
мобильник	s	5.1
мобильность	s	3.4
мобильный	a	24
мова	s	0.6
могиканин	s	0.8
могила	s	50.9
Могилев	s.PROP	1.9
могилевский	a	0.6
могилка	s	3.6
могильник	s	1.5
могильный	a	5
могильщик	s	2.3
могуче	adv	0.4
могучий	a	30
могущественный	a	7.6
могущество	s	6.3
мода	s	46
модальность	s	0.9
модальный	a	0.7
моделирование	s	16.4
моделировать	v	2.8
моделироваться	v	0.8
моделирующий	a	1.2
модель	s	153.5
модельер	s	3
моделька	s	0.5
модельный	a	7.7
модем	s	1.5
модератор	s	1.5
модерн	s	5.5
модернизационный	a	0.5
модернизация	s	27.4
модернизированный	a	3.1
модернизировать	v	3.7
модернизироваться	v	0.7
модернизм	s	2
модернист	s	1
модернистский	a	1.4
модерновый	a	0.8
модерный	a	0.5
моджахед	s	1.1
модификатор	s	0.8
модификация	s	15.5
модифицирование	s	0.4
модифицированный	a	4.2
модифицировать	v	2.8
модифицироваться	v	0.5
модник	s	0.7
модница	s	1.3
модно	adv	2.1
модный	a	36.9
модулировать	v	0.5
модуль	s	16.5
модульный	a	2.4
модулярный	a	1.1
модуляция	s	1.3
модус	s	1.5
мож	adv	0.6
можайский	a	1.5
може	adv	0.6
может	adv	221
можжевеловый	a	0.6
можжевельник	s	2.8
можно	adv	1125.9
мозаика	s	5.6
мозаичный	a	1.9
мозг	s	84.5
мозговой	a	6.9
Моздок	s.PROP	2.3
мозжечок	s	1.1
мозолистый	a	1.1
мозолить	v	1.2
мозоль	s	3.5
Моисеев	s.PROP	9.4
Моисеевич	s.PROP	4.1
Моисей	s.PROP	7.9
мой	apro	1720.3
мойка	s	5.9
мойщик	s	0.7
МОК	s.PROP	2.7
мокасин	s	0.8
мокнуть	v	2.3
мокрица	s	0.7
мокро	adv	1.6
мокрота	s	1.2
мокруха	s	0.5
мокрый	a	61.3
мол	part	99.2
мол	s	0.9
молва	s	4
молвить	v	4.3
молдаван	s	0.4
молдаванин	s	1.9
молдаванка	s	0.9
Молдавия	s.PROP	5.5
молдавский	a	3.5
Молдова	s.PROP	2.3
молебен	s	3.8
молебный	a	0.4
молекула	s	21.2
молекулярно-биологический	a	0.5
молекулярно-генетический	a	0.5
молекулярный	a	11
молельный	a	0.4
моление	s	1.3
молибден	s	0.8
молитва	s	51.9
молитвенник	s	1.4
молитвенно	adv	1.3
молитвенный	a	5.7
молитвослов	s	0.4
молитвословие	s	0.4
молить	v	9.2
молиться	v	38
молл	s	0.6
моллюск	s	3.3
молниеносно	adv	3.5
молниеносный	a	3
молния	s	26.9
молодежный	a	20.7
молодежь	s	62.2
молоденький	a	16
молодеть	v	1.3
молодец	s	38.9
молодецкий	a	1.1
молодило	s	0.4
молодить	v	0.5
молодиться	v	0.8
молодка	s	0.6
молодняк	s	3.3
молодо	adv	1.1
молодогвардеец	s	0.5
молодожен	s	4.3
молодой	a	400
молодость	s	43.1
молодуха	s	1.3
молодцевато	adv	0.4
молодцеватый	a	0.7
молодцом	adv	1.3
молодчик	s	1.6
молодчина	s	0.9
молодые	s	0.5
молодь	s	0.5
моложавый	a	2.6
молока	s	0.6
молоко	s	57.4
молокозавод	s	0.5
молокосос	s	0.8
молот	s	6.2
молотилка	s	0.5
молотить	v	3.1
молотобоец	s	0.5
Молотов	s.PROP	18
молоток	s	12.4
молоточек	s	1.5
молотый	a	1.7
молоть	v	3.7
молох	s	0.6
молочай	s	0.4
молочко	s	3.3
молочник	s	0.5
молочница	s	1.9
молочно-белый	a	0.5
молочный	a	18.4
молча	adv	78.1
молчаливо	adv	3.2
молчаливость	s	0.5
молчаливый	a	19.8
молчальник	s	0.4
молчание	s	44.8
молчанка	s	0.5
Молчанов	s.PROP	1.8
молчанье	s	0.6
молчать	v	144.5
молчком	adv	1.1
молчок	adv	1.2
молчун	s	1.5
моль	s	5.2
мольба	s	6.3
мольберт	s	2.3
Мольер	s.PROP	5.3
мольеровский	a	0.6
мольный	a	0.4
момент	s	306.8
моментально	adv	14.6
моментальный	a	1.9
монада	s	0.5
Монако	s.PROP	4.8
монарх	s	6.6
монархист	s	1.8
монархический	a	2.5
монархия	s	6.1
монарший	a	1.4
монастырский	a	7.4
монастырь	s	54.2
монах	s	22.8
монахиня	s	4.5
монашек	s	0.6
монашеский	a	5.4
монашество	s	3.8
монашествовать	v	0.6
монашка	s	1.7
монгол	s	5.7
Монголия	s.PROP	6.3
монгольский	a	5.5
монета	s	17.5
монетарный	a	0.9
монетка	s	4.8
монетный	a	0.8
монизм	s	0.7
Моника	s.PROP	2.1
монистический	a	0.5
монитор	s	9.7
мониторинг	s	15.1
мониторинговый	a	0.8
моногамный	a	0.4
монограмма	s	1
монография	s	10.7
моноклональный	a	2.6
монокль	s	0.7
монокок	s	0.9
монокристалл	s	1.3
монокристаллический	a	0.6
монолит	s	2
монолитность	s	0.4
монолитный	a	3.1
монолог	s	16.2
мономер	s	0.8
мономерный	a	1.1
мононациональный	a	0.5
монополизация	s	1.4
монополизировать	v	1.2
монополизм	s	0.8
монополист	s	6.7
монополистический	a	0.6
монополия	s	15.9
монополь	s	0.6
монопольный	a	3
монорельсовый	a	0.6
монослой	s	2.2
моноспектакль	s	0.7
монотеистический	a	0.4
монотонно	adv	2.8
монотонность	s	1.1
монотонный	a	4.5
монохромный	a	0.6
моноцентрический	a	0.4
Монро	s.PROP	1.7
монстр	s	8.9
монтаж	s	11.9
монтажер	s	0.5
монтажник	s	1.7
монтажница	s	0.4
монтажный	a	3.7
Монте-Карло	s.PROP	2.4
монтер	s	2.1
монтировать	v	2.8
монтироваться	v	1.4
монтировка	s	0.7
Монтоя	s.PROP	2.8
монумент	s	4.7
монументальность	s	0.6
монументальный	a	4.8
Монц	s.PROP	1.7
мопед	s	0.8
мопс	s	0.8
мор	s	3.8
моралист	s	1.1
мораль	s	20.5
морально	adv	7.8
морально-нравственный	a	0.5
морально-политический	a	0.7
морально-психологический	a	1.9
морально-этический	a	1
моральный	a	39.2
мораторий	s	2.8
морг	s	7.2
моргать	v	5.2
моргнуть	v	4.8
морда	s	34.5
мордастый	a	1.4
мордатый	a	0.8
мордашка	s	1.2
мордва	s	0.5
мордобой	s	2
мордовать	v	0.4
Мордовия	s.PROP	2.2
мордоворот	s	0.9
мордовский	a	1.3
мордочка	s	3
море	s	159.5
мореный	a	0.6
мореплавание	s	0.9
мореплаватель	s	2
морепродукты	s	1.5
мореход	s	1
мореходка	s	0.6
мореходный	a	0.8
морж	s	2.6
моржовый	a	1.4
морзянка	s	0.5
морилка	s	0.5
Морис	s.PROP	2.8
морить	v	1.9
морковка	s	5
морковный	a	1.1
морковь	s	8.8
мормышка	s	1.4
мороженое	s	18.8
мороженщик	s	0.4
мороженщица	s	0.5
мороженый	a	2.3
мороз	s	48.2
морозец	s	2.1
морозилка	s	0.7
морозильник	s	0.8
морозильный	a	1.1
морозить	v	0.8
морозно	adv	0.8
морозный	a	9.5
Морозов	s.PROP	12.9
морозовский	a	0.8
морозостойкий	a	0.6
морозостойкость	s	0.6
морозоустойчивый	a	0.4
морок	s	1.4
морока	s	1.6
моросить	v	2.8
морось	s	0.8
морочить	v	4.7
морошка	s	0.8
морпех	s	0.4
морс	s	1.1
морской	a	83.5
морфий	s	1.1
морфин	s	0.4
морфологически	adv	0.5
морфологический	a	4.8
морфология	s	3.4
морфометрический	a	0.8
моршанский	a	0.6
морщина	s	12.2
морщинистый	a	4.6
морщинка	s	5.5
морщить	v	2.7
морщиться	v	9.8
моряк	s	23.2
морячка	s	0.4
морячок	s	1.9
Мосгордума	s.PROP	2
москаль	s	1.1
Москва	s.PROP	633.5
Москва-река	s.PROP	5.8
Москвин	s.PROP	4.3
москвич	s	52.8
москвичка	s	4.3
москворецкий	a	0.7
москит	s	0.4
московит	s	1.8
московский	a	257.3
мосол	s	1
Моссовет	s.PROP	4.5
мост	s	65.4
мостик	s	12
мостить	v	1.3
мостки	s	1.9
мостовая	s	12.1
мосток	s	2
Мосфильм	s.PROP	6.4
мосфильмовский	a	0.8
мосье	s	0.6
моська	s	0.6
Мосэнерго	s.PROP	2.2
МОТ	s.PROP	1.9
мотать	v	8.1
мотаться	v	6.8
мотель	s	2.1
мотив	s	46.6
мотивационный	a	2
мотивация	s	10.7
мотивированный	a	2.7
мотивировать	v	5
мотивироваться	v	0.5
мотивировка	s	2.1
мотивировочный	a	0.7
мотивчик	s	0.6
мотнуть	v	4.4
мотобот	s	0.4
мотогонки	s	0.4
моток	s	1.6
мотор	s	47.3
моторизованный	a	0.7
моторика	s	0.7
моторист	s	1.7
моторка	s	1.2
моторный	a	6
мотороллер	s	1.5
моторостроитель	s	1
моторостроительный	a	0.5
моторчик	s	1.3
мотострелковый	a	2.5
мотоцикл	s	18.4
мотоциклет	s	0.4
мотоциклетный	a	1.4
мотоциклист	s	2.5
мотыга	s	0.8
мотылек	s	2.7
мотыль	s	1.1
Мотя	s.PROP	4.3
мох	s	8.9
мохер	s	0.4
мохеровый	a	0.6
мохнатый	a	7.9
мохнач	s	0.5
моховой	a	1.3
Моцарт	s.PROP	10.6
моцартовский	a	0.6
моцион	s	0.5
моча	s	10.5
мочалка	s	2.2
мочало	s	0.6
мочевина	s	0.9
мочевой	a	3
мочегонный	a	0.6
мочеиспускание	s	1
мочеиспускательный	a	1
моченый	a	1.1
мочеполовой	a	0.6
мочеточник	s	0.4
мочить	v	3.9
мочиться	v	2.2
мочка	s	1.9
мочь	s	0.8
мочь	v	2912.3
мошенник	s	5
мошеннический	a	0.6
мошенничество	s	4.7
мошка	s	2.3
мошкара	s	0.9
мошна	s	0.4
мошонка	s	1.2
мощение	s	0.8
мощеный	a	1.1
мощи	s	11.7
мощнейший	a	2.5
мощно	adv	5.1
мощность	s	53.3
мощный	a	77
мощь	s	14.8
моющий	a	2.1
МП	s.PROP	4.7
МПА	s.PROP	3.6
МПР	s.PROP	2.8
МПС	s.PROP	7.5
мразь	s	2.4
мрак	s	16.1
мракобес	s	1.1
мракобесие	s	1.2
мрамор	s	8.1
мраморный	a	13.2
мрачнеть	v	1.8
мрачно	adv	15.3
мрачновато	adv	0.4
мрачноватый	a	2.1
мрачность	s	1
мрачный	a	32.4
МРОТ	s.PROP	3.2
Мстислав	s.PROP	2.4
мститель	s	1.9
мстительно	adv	1.6
мстительность	s	0.8
мстительный	a	3.7
мстить	v	7.9
мсье	s	3.5
МТС	s.PROP	4.7
муаровый	a	0.5
мудак	s	3.1
мудила	s	0.5
мудрейший	a	0.7
мудрено	adv	1.8
мудреный	a	2.6
мудрец	s	10.1
мудрить	v	1.4
мудро	adv	3.2
мудрость	s	23.8
мудрствовать	v	1.2
мудрый	a	26.3
муж	s	263
мужать	v	0.9
мужаться	v	0.7
муженек	s	1.6
мужеподобный	a	0.4
мужеский	a	0.6
мужественно	adv	5.3
мужественность	s	1.4
мужественный	a	11.5
мужество	s	20.2
мужик	s	124.7
мужицкий	a	2.5
мужичий	a	0.4
мужичок	s	7.1
мужичонка	s	2.2
мужлан	s	0.4
мужнин	a	1.7
мужской	a	71.2
мужчина	s	253.2
мужчинка	s	0.4
муза	s	11.8
музей	s	87
музей-заповедник	s	0.8
музейный	a	8.7
музицирование	s	0.8
музицировать	v	1.1
музыка	s	175.7
музыкально	adv	1.3
музыкальность	s	1.6
музыкальный	a	65.9
музыкант	s	40.1
музыкантша	s	0.4
музыковед	s	2
музыковедческий	a	0.4
музычка	s	0.6
мука	s	40.2
мукозальный	a	1
муксун	s	0.4
мул	s	1.1
мулат	s	1.4
мулатка	s	0.7
мулла	s	1.5
мультик	s	2.1
мультикультурализм	s	0.6
мультимедиа	s	0.6
мультимедийный	a	2.1
мультимиллионер	s	0.4
мультимодальный	a	0.6
мультипликатор	s	1.1
мультипликационный	a	0.8
мультипликация	s	0.7
мультсериал	s	0.7
мультфильм	s	3.7
мульча	s	0.5
мульчирование	s	0.6
мульчировать	v	0.4
муляж	s	1.9
мумия	s	4
мундир	s	16.1
мундирчик	s	0.4
мундштук	s	2.8
муниципал	s	0.4
муниципалитет	s	7.3
муниципальный	a	46.6
МУП	s.PROP	1.7
Мур	s.PROP	6.2
мура	s	2.7
муравей	s	12.1
муравейник	s	5.6
Муравьев	s.PROP	3
муравьед	s	0.5
муравьиный	a	2.3
Муратов	s.PROP	1.7
мураш	s	0.9
мурашки	s	3.2
мурена	s	0.5
Мурзилка	s.PROP	2.8
мурка	s	1.7
мурло	s	0.5
мурлыкать	v	2.9
Мурманск	s.PROP	4.7
мурманский	a	2.6
муровец	s	0.6
Муромец	s.PROP	2.2
муромский	a	0.6
мурчать	v	0.6
мурыжить	v	0.6
Муса	s.PROP	1.9
мусаватист	s	0.4
мускат	s	0.6
мускатный	a	0.8
мускул	s	7.2
мускулатура	s	2.3
мускулистый	a	4.1
мускульный	a	0.9
мускус	s	0.4
мусолить	v	1.4
мусор	s	23.4
Мусоргский	s.PROP	2.2
мусорный	a	8.4
мусоровоз	s	0.7
мусоропровод	s	2
мусорщик	s	0.9
мусс	s	0.5
муссировать	v	0.5
муссироваться	v	0.6
Муссолини	s.PROP	2
мустанг	s	1.4
Мустафа	s.PROP	2.3
мусульманин	s	14.1
мусульманка	s	0.6
мусульманский	a	11.9
мусульманство	s	1.1
мутагенез	s	0.4
мутант	s	2
мутантный	a	0.9
мутационный	a	0.4
мутация	s	7.1
мутировать	v	0.6
мутить	v	3.1
мутиться	v	0.5
мутнеть	v	0.6
мутно	adv	1.5
мутноватый	a	0.9
мутность	s	0.5
мутный	a	17.3
мутовка	s	0.5
муторно	adv	1.2
муторный	a	0.6
муть	s	4.4
муфта	s	2.2
муфтий	s	1.5
муха	s	27.1
Мухаммед	s.PROP	2.5
Мухин	s.PROP	4.2
мухлевать	v	0.4
мухомор	s	2
мучать	v	2.7
мучаться	v	10.3
мучение	s	10.1
мученик	s	7.8
мученица	s	0.8
мученический	a	2.3
мученичество	s	1
мученье	s	0.6
мучитель	s	2.6
мучительно	adv	15.6
мучительный	a	22
мучительство	s	0.4
мучить	v	26.2
мучиться	v	15.3
мучнистый	a	0.8
мучной	a	1.5
мушиный	a	0.4
мушка	s	4.9
мушкетер	s	4
мушкетерский	a	0.5
муштра	s	0.6
МХАТ	s.PROP	18.2
мхатовец	s	0.6
мхатовский	a	2.6
мчать	v	1.5
мчаться	v	20.2
МЧС	s.PROP	6.4
мшистый	a	0.5
мщение	s	1.2
мы	spro	4704.8
мыза	s	0.4
мыкаться	v	1.4
мылить	v	0.5
мыло	s	16.6
мыльница	s	1.4
мыльный	a	5.8
мымра	s	0.7
мыс	s	6.8
мысленно	adv	22.7
мысленный	a	4.8
мыслимо	adv	0.4
мыслимый	a	4.1
мыслитель	s	11.5
мыслительный	a	5.1
мыслить	v	23.4
мыслиться	v	2.6
мыслишка	s	1.7
мысль	s	331.6
мыслящий	a	5.2
мысок	s	0.8
мытарить	v	0.4
мытарство	s	2.4
мытарь	s	1.1
мытищинский	a	0.5
мытый	a	1.1
мыть	v	28.8
мытье	s	5.4
мыться	v	8.3
мычание	s	1.8
мычать	v	5.9
мыш	s	1.1
мышеловка	s	2.3
мышечный	a	7.5
мышиный	a	3.9
мышка	s	31.9
Мышкин	s.PROP	14.8
мышление	s	40.8
мышонок	s	2.1
мышца	s	36.9
мышь	s	37
мышьяк	s	1.2
мэм	s	0.8
мэр	s	46.4
Мэри	s.PROP	3.6
мэрия	s	14
мэрский	a	0.6
МЭРТ	s.PROP	5.1
мэтр	s	8.6
мюзикл	s	7.5
мюзик-холл	s	0.6
Мюллер	s.PROP	7.2
Мюнхен	s.PROP	6.3
мюнхенский	a	1.8
мягкий	a	84.7
мягко	adv	35.3
мягколиственный	a	0.5
мягкость	s	5.7
мягкотелость	s	0.6
мягкотелый	a	0.4
мягонький	a	0.4
мякина	s	1
мякиш	s	5.6
мякоть	s	5
мямлить	v	2
мясистый	a	4.1
мясник	s	3.1
мясницкий	a	3.1
мясной	a	22.9
мясо	s	71.4
мясокомбинат	s	3.6
мясоперерабатывающий	a	2.6
мясопродукт	s	0.5
мясорубка	s	4.1
мясцо	s	0.4
мята	s	2.2
мятеж	s	5.8
мятежник	s	1.9
мятежный	a	3.3
мятный	a	1.1
мятущийся	a	1.1
мятый	a	8.1
мять	v	4.7
мяться	v	2.7
мяу	intj	0.5
мяуканье	s	0.5
мяукать	v	1.8
мяукнуть	v	0.6
мяч	s	26.4
мячик	s	7.6
на	part	3.5
на	pr	15867.3
набалдашник	s	1
набат	s	1.3
набатный	a	0.4
набег	s	3.7
набегать	v	4.1
набегаться	v	1
набедокурить	v	0.5
набедренный	a	1
набежать	v	4
набекрень	adv	1.4
набело	adv	0.6
набережная	s	27.9
набивать	v	4.4
набиваться	v	2.2
набивка	s	0.7
набивной	a	0.4
набирать	v	27.3
набираться	v	5.8
набитый	a	3.8
набить	v	22.6
набиться	v	2.9
наблюдатель	s	19.7
наблюдательность	s	2.6
наблюдательный	a	11.8
наблюдать	v	95.5
наблюдаться	v	43.2
наблюдение	s	63.7
набожность	s	0.4
набожный	a	1.2
набойка	s	0.5
набок	adv	7.5
Набоков	s.PROP	9.4
набоковский	a	1.2
наболевший	a	1.4
наболеть	v	1.1
наболтать	v	0.7
набор	s	53.5
наборный	a	1.3
наборщик	s	0.6
набрасывать	v	2.5
набрасываться	v	2.9
набрать	v	43.7
набраться	v	13.5
набрести	v	2.4
