id,date,total_death_missing,location,lat,lon,collapsed_region,region,collapsed_cause,cause_of_death
1736,15-Jul-2016,1,"Near train tracks in San Luis, Tlaxcala, Mexico",19.5710097,-98.1702003,Central America,Central America,Accident,"Train Accident, Unknown (found dead next to train tracks)"
1737,15-Jul-2016,1,"Banks of Rio Grande, near Laredo, Webb County, Texas",27.7155889,-99.6987461,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1738,15-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1739,15-Jul-2016,1,"Webb County jurisdiction, Texas",27.7150873,-99.9079019,US-Mexico Border,US-Mexico Border,Mixed,Mixed
1740,16-Jul-2016,1,"Near Casa del Migrante in Nuevo Laredo, Tamaulipas, Mexico",24.215586,-99.4332699,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1741,16-Jul-2016,1,"Rio Grande in Piedras Negras, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1742,16-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1743,16-Jul-2016,1,"Sahara Desert, near Berber, Sudan",18.008686,33.9948098,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1744,17-Jul-2016,1,"Near las'anod, Somalia",8.476128,47.3474798,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1745,18-Jul-2016,3,"Near Burao, Somalia",9.5206381,45.5288885,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1746,18-Jul-2016,3,"Atbara, Sudan",17.6922271,33.9762492,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1747,18-Jul-2016,1,"Rio Grande near Reynosa, Tamaulipas, Mexico",24.215586,-99.4332699,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1748,19-Jul-2016,4,"Abu Hamad, Sudan",19.5252595,33.2973288,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1749,19-Jul-2016,1,"Rio Bravo, near Neuvo Laredo, Tamaulipas, Mexico",27.4531416,-99.6146319,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1750,19-Jul-2016,1,Off the coast of Libya,33.4165331,16.2301914,Mediterranean,Mediterranean,Unknown / Other,Unknown
1751,19-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1752,19-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (mummified remains)
1753,19-Jul-2016,1,"Segera, Tanzania",-5.3353193,38.5456152,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1754,20-Jul-2016,22,Unspecified location off the coast of Libya,33.4165331,16.2301914,Mediterranean,Mediterranean,Asphyxiation,Presumed asphyxiation
1755,20-Jul-2016,3,"Pacific Ocean; Left in boat from San Jose, Chiapas, Mexico",15.4120687,-93.4105399,Central America,Central America,Drowning,Drowning
1756,20-Jul-2016,3,"Khartoum, Sudan",15.5015341,32.5025561,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1757,20-Jul-2016,2,"Off the coast of Boca Raton, Florida",26.3700653,-80.0713358,Caribbean,Caribbean,Unknown / Other,Unknown
1758,20-Jul-2016,2,In port Sudan,19.6019635,37.1745901,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1759,20-Jul-2016,1,A16 motorway near Calais,50.9518803,1.8339367,Europe,Europe,Accident,Hit by vehicle
1760,20-Jul-2016,1,"Near Diridhaba, Ethiopia",9.5664333,41.3846783,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1761,20-Jul-2016,1,"In Garowe, Somalia",8.4066579,48.4713577,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1762,20-Jul-2016,1,"In Sinai, northern Egypt",29.5001532,33.9979088,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1763,20-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1764,20-Jul-2016,0,"Pacific Ocean; Left in boat from San Jose, Chiapas, Mexico",18.2681566,-95.8969461,Central America,Central America,Drowning,Drowning
1765,21-Jul-2016,2,"Between Shimaliya and wadi halfa, Sudan in the desert",21.8072809,31.3065535,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1766,21-Jul-2016,1,"Rio Grande, near Eagle Pass, Maverick County, Texas",28.6376735,-100.5282163,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1767,21-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Hyperthermia
1768,21-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1769,22-Jul-2016,18,Off the coast of Libya,33.4165331,16.2301914,Mediterranean,Mediterranean,Unknown / Other,Unknown
1770,22-Jul-2016,10,"Off the coast of Fnideq, Morocco",35.8450015,-5.3533648,Mediterranean,Mediterranean,Drowning,Drowning
1771,23-Jul-2016,26,"Off the coast of Johor, Malaysia",2.3444477,103.7365654,Asia,Southeast Asia,Drowning,Drowning
1772,23-Jul-2016,1,"Train tracks in Tlajomulco, Jalisco, Mexico",20.129511,-104.4682014,Central America,Central America,Accident,Fall from train
1773,23-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Hyperthermia
1774,24-Jul-2016,1,"El Ojochal, Tuliapa, Nicaragua",11.6070169,-86.3051805,Central America,Central America,Unknown / Other,Unknown (decomposed remains)
1775,24-Jul-2016,1,"Rio Grande, near Acuña, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1776,25-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1777,26-Jul-2016,1,"Poisoning occured on a bus returning from the US. Victim died in the Hospital Comunitario de Moroleon, Guanajuato, Mexico",20.1376251,-101.2231311,Central America,Central America,Violence,"Poison, Murdered"
1778,26-Jul-2016,1,"Calais 'Jungle', France",50.9518803,1.8339367,Europe,Europe,Violence,Stabbed
1779,26-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (multiple blunt force injuries)
1780,26-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1781,27-Jul-2016,1,"Ranch near Falfurrias, Brooks County, Texas",27.0116055,-98.3848503,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1782,27-Jul-2016,1,"Briscoe Ranch, Dimmit County, Texas",28.4226837,-100.0344494,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Presumed hyperthermia/dehydration
1783,27-Jul-2016,1,"Calais, France",50.9518803,1.8339367,Europe,Europe,Unknown / Other,Unknown
1784,28-Jul-2016,1,"Rio Grande near El Indio, Maverick County, Texas",28.6376735,-100.5282163,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1785,29-Jul-2016,1,"Rio Grande, near Acuña, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1786,30-Jul-2016,9,"Sinai Peninsula, on border between Egypt and Israel",30.3460913,33.9516386,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1787,30-Jul-2016,1,"Border between Ciudad Juárez, Mexico, and Sunland Park, Doña Ana County, New Mexico, USA",31.783867,-106.5710142,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1788,31-Jul-2016,120,"bodies washed up to coast near Sabratha, Libya",32.8094823,12.3944738,Mediterranean,Mediterranean,Drowning,Presumed drowning
1789,31-Jul-2016,10,"Sahara Desert, between Agadez, Niger and Sabha, Libya",23.69020227,12.41027928,Africa,North Africa,Accident,Vehicle Accident
1790,31-Jul-2016,4,Off the coast of Libya,33.4165331,16.2301914,Mediterranean,Mediterranean,Drowning,Drowning
1791,31-Jul-2016,1,Off the coast of Libya,33.4165331,16.2301914,Mediterranean,Mediterranean,Unknown / Other,Unknown
1792,31-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1793,31-Jul-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1794,31-Jul-2016,1,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",21.39722377,10.63049413,Africa,North Africa,Accident,Vehicle Accident
1795,1-Aug-2016,8,"Nicaragua Lake near the mouth of the Sapoa River, Cardenas, Nicaragua",11.2285554,-85.6081101,Central America,Central America,Drowning,Drowning
1796,1-Aug-2016,7,"Sahara Desert, between Agadez, Niger and Benghazi, Libya",27.3499391,9.7366729,Africa,North Africa,Accident,Vehicle Accident
1797,1-Aug-2016,6,"Abu Hamad, Sudan",19.5252595,33.2973288,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1798,1-Aug-2016,6,"In the desert near to Aswan, Egypt",23.459686,30.6654494,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1799,1-Aug-2016,5,"Unspecified location, Libya",27.0663171,14.3336145,Africa,North Africa,Violence,Violence
1800,1-Aug-2016,5,"Tripoli, Libya",32.7912308,12.8265161,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1801,1-Aug-2016,3,"Unspecified location, Libya",27.0663171,14.3336145,Africa,North Africa,Violence,Murdered
1802,1-Aug-2016,1,"East of the Otay Lakes, San Diego County, California",32.6308885,-116.948898,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Presumed hyperthermia/dehydration
1803,1-Aug-2016,1,"US Highway 83 near La Grulla, Starr County, Texas",26.5101629,-99.0262463,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Presumed hyperthermia/dehydration
1804,1-Aug-2016,1,"Hidalgo, Monterrey, Mexico",25.7075289,-100.3233376,Central America,Central America,Unknown / Other,Unknown
1805,1-Aug-2016,1,"Corner of Calle Martin Carrera and Calle Manuel Cruz Villareal, Hidalgo, Monterrey, Mexico",25.7069264,-100.3263996,Central America,Central America,Unknown / Other,Unknown
1806,1-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1807,1-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1808,1-Aug-2016,1,"Unspecified location, Libya",27.0663171,14.3336145,Africa,North Africa,Harsh Conditions,Harsh conditions
1809,1-Aug-2016,1,"Unspecified location, Libya",27.0663171,14.3336145,Africa,North Africa,Violence,Murdered
1810,2-Aug-2016,21,"Bodies washed up in Al Mayah, Libya",32.8146949,12.8809105,Mediterranean,Mediterranean,Drowning,Presumed drowning
1811,3-Aug-2016,2,"Nicaragua Lake near the mouth of the Sapoa River, Cardenas, Nicaragua",11.1887046,-85.490875,Central America,Central America,Drowning,Drowning
1812,3-Aug-2016,2,"Tegucigulpa, Honduras",14.0655566,-87.210592,Central America,Central America,Violence,Murdered
1813,4-Aug-2016,3,"Abu Hamad, Sudan",19.5252595,33.2973288,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1814,4-Aug-2016,1,"""desert of Mexico""",24.0227185,-103.1723435,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Dehydration
1815,4-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1816,6-Aug-2016,1,"Desert near Nogales, Santa Cruz County, Arizona, US",31.3643087,-110.9681395,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Presumed hyperthermia/dehydration
1817,6-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1818,6-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1819,6-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1820,7-Aug-2016,1,"Train tracks near Nuevo Laredo, Tamaulipas, Mexico",24.215586,-99.4332699,Central America,Central America,Accident,Fall from train
1821,7-Aug-2016,1,"Rio Grande near El 5 ranch, Maverick County, Texas",28.6376735,-100.5282163,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1822,7-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Hyperthermia
1823,8-Aug-2016,1,"Rio Grande, near Reynosa, Tamaulipas, Mexico",24.215586,-99.4332699,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1824,8-Aug-2016,1,"Desert near Del Rio, Val Verde County, Texas",29.7898371,-101.5026165,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Presumed hyperthermia/dehydration
1825,8-Aug-2016,1,"Havana, Hidalgo County, Texas",26.376354,-98.3833477,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1826,8-Aug-2016,1,"Body washed up to Az Zawiyah, Libya",32.7956982,12.7087493,Mediterranean,Mediterranean,Drowning,Presumed drowning
1827,8-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1828,8-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1829,9-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1830,10-Aug-2016,1,"Near Havana, Hidalgo County, Texas",26.376354,-98.3833477,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1831,10-Aug-2016,1,"Near Mission, Hidalgo County, Texas",26.376354,-98.3833477,US-Mexico Border,US-Mexico Border,Harsh Conditions,Presumed hyperthermia
1832,10-Aug-2016,1,"Carretera 2, km 118 near Hidalgo, Coahuila, Mexico",27.7856567,-99.8800832,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Dehydration
1833,11-Aug-2016,9,"Unspecified location near Ceuta, Spain",35.8953846,-5.3348172,Mediterranean,Mediterranean,Drowning,Presumed drowning
1834,11-Aug-2016,6,"Darien Gap, between Colombia and Panama",7.7811194,-77.9325564,Central America,Central America,Unknown / Other,Unknown
1835,11-Aug-2016,2,"Near Sawa, Forto, Eritrea, at border with Sudan",15.9190121,35.9508095,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1836,11-Aug-2016,1,"Aswan, Egypt",23.285107,31.5204557,Africa,North Africa,Starvation / Dehydration,Dehydration
1837,11-Aug-2016,1,"Al Hajer, Sudan",17.1837833,34.6103947,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1838,12-Aug-2016,1,"near highway at KM 118 in Hidalgo, Mexico",20.4972401,-99.4826997,Central America,Central America,Starvation / Dehydration,Dehydration
1839,13-Aug-2016,2,"Al Qadarif, Sudan",14.0316722,35.3417723,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1840,13-Aug-2016,2,"Atbara, Sudan",17.6922271,33.9762492,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1841,13-Aug-2016,1,"Río Bravo, 300 meters from “La Cruz del Immigrate”, Matamoros, Tamaulipas, Mexico",24.215586,-99.4332699,US-Mexico Border,US-Mexico Border,Drowning,Presumed drowning
1842,14-Aug-2016,2,"Shemaliya, Sudan",19.4022552,27.9053789,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1843,14-Aug-2016,1,"Near Jigjiga, Ethiopia",9.3521044,42.7773712,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1844,15-Aug-2016,3,"Bodies washed ashore in Sabratha, Libya",32.8579077,12.377552,Mediterranean,Mediterranean,Drowning,Presumed drowning
1845,15-Aug-2016,2,"In Al Hajer captive camp, Sudan",17.1497548,34.7322561,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1846,15-Aug-2016,2,"Desert near Abu Hamad, Sudan",20.4172887,32.5608682,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1847,15-Aug-2016,1,"Beach near Almuñécar, Granada, Spain",36.725051,-3.7379538,Mediterranean,Mediterranean,Unknown / Other,Unknown
1848,15-Aug-2016,1,"Rural area of Colombian border across from Urbina, Carchi, Ecuador",0.6446673,-77.975427,South America,South America,Harsh Conditions,Hypothermia
1849,15-Aug-2016,1,"Body washed ashore in Az-Zawiyah, Libya",32.7956982,12.7087493,Mediterranean,Mediterranean,Drowning,Presumed drowning
1850,16-Aug-2016,1,"Desert near Mclean, Gray County, Texas",35.2325495,-100.5998558,US-Mexico Border,US-Mexico Border,Starvation / Dehydration,Dehydration
1851,17-Aug-2016,7,"Berber, Sudan",17.6922271,33.9762492,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1852,17-Aug-2016,3,"San Luis Potosi, Mexico",22.1235044,-101.0261098,Central America,Central America,Accident,Vehicle Accident
1853,17-Aug-2016,1,"Within 150 meters of the coast of Punda Rodeo, Cadiz, Spain",36.5274037,-6.3342618,Mediterranean,Mediterranean,Drowning,Presumed drowning
1854,17-Aug-2016,1,"Near Qardho, Somalia",9.5080898,49.0770541,Africa,Horn of Africa,Sickness,Sickness and lack of access to medicines
1855,18-Aug-2016,8,"In the desert near Aswan, Egypt",23.459686,30.6654494,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1856,18-Aug-2016,7,"20 miles north of Sabratha, Libya",32.8344776,12.3840848,Mediterranean,Mediterranean,Unknown / Other,Unknown
1857,18-Aug-2016,3,"Near to abu Hamad, Egypt in the desert",30.4080454,31.560531,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1858,19-Aug-2016,2,"Atbara, Sudan",17.6922271,33.9762492,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1859,19-Aug-2016,2,"Aswan, Egypt",23.285107,31.5204557,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1860,19-Aug-2016,1,"Main train station, Pasto, Narino, Colombia",1.2140075,-77.2911072,South America,South America,Violence,Cardiac arrest
1861,19-Aug-2016,1,"Al Qadarif, Sudan",14.0316722,35.3417723,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1862,20-Aug-2016,3,"Mueda, Mozambique",-11.6622396,39.5504518,Africa,Sub-Saharan Africa,Starvation / Dehydration,Dehydration
1863,20-Aug-2016,1,"Darien Gap, between Colombia and Panama",7.7811194,-77.9325564,Central America,Central America,Sickness,"Pulmonary edema and renal insufficiency, Sickness and lack of access to medicines"
1864,20-Aug-2016,1,Tanzania border with Zambia,-12.2872858,27.7438557,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
1865,21-Aug-2016,3,"Between Izmir, Turkey and Chios, Greece",38.3446483,26.0481232,Mediterranean,Mediterranean,Drowning,Drowning
1866,21-Aug-2016,1,"Lupila, Tanzania",-9.5867007,34.375621,Africa,Sub-Saharan Africa,Sickness,Sickness and lack of access to medicines
1867,21-Aug-2016,1,"Dhobley, Somalia",0.9014645,41.0923379,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1868,21-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1869,22-Aug-2016,1,"Rio Grande near Brownsville, Cameron County, Texas",26.1490665,-97.6906534,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1870,22-Aug-2016,1,"Near motorway towards Port of Calais, France",50.9518803,1.8339367,Europe,Europe,Violence,Stabbed
1871,23-Aug-2016,7,"Unspecifed location between Morocco and Tarifa, Spain",35.9328058,-5.6468661,Mediterranean,Mediterranean,Drowning,Drowning
1872,23-Aug-2016,1,"Syrian/Jordanian border near Daraa, Syria",32.5764645,36.0492865,Middle East,Middle East,Sickness,Sickness and lack of access to medicines
1873,23-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1874,24-Aug-2016,1,"Woods in Serbia, near border to Bulgaria",43.2868787,21.9019461,Europe,Europe,Shooting,Shot
1875,24-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1876,25-Aug-2016,1,Unspecified location between North Africa and Italy.,38.9607242,10.9044854,Mediterranean,Mediterranean,Unknown / Other,Unknown
1877,26-Aug-2016,1,"Rio Grande, ejido Balcones at Acuna, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1878,26-Aug-2016,1,"Body found on beach in La Mamola, Granada, Spain",36.7452697,-3.2817366,Mediterranean,Mediterranean,Drowning,Drowning
1879,26-Aug-2016,1,"In a wash north of Tubac, Santa Cruz County, Arizona",31.6238017,-111.0627679,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1880,26-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1881,27-Aug-2016,1,"Darien Gap, between Colombia and Panama",7.7811194,-77.9325564,South America,South America,Sickness,Pulmonary edema and renal insufficiency
1882,27-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Harsh Conditions,Hyperthermia
1883,28-Aug-2016,1,"Near San Juan del Rio, Querétaro, Mexico",20.4129536,-100.0043814,Central America,Central America,Accident,Fall from train
1884,28-Aug-2016,1,"Near Acultzingo, Veracruz, Mexico",18.2681566,-95.8969461,Central America,Central America,Accident,Fall from train
1885,29-Aug-2016,3,"Mbala-Nakonde Road, Zambia",-13.2495055,27.6208173,Africa,Sub-Saharan Africa,Accident,Vehicle Accident
1886,29-Aug-2016,2,Channel of Sicily,37.0930737,11.8610189,Mediterranean,Mediterranean,Unknown / Other,Unknown
1887,29-Aug-2016,1,"Rio Grande south of Eagle Pass, Maverick County, Texas",28.6376735,-100.5282163,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1888,30-Aug-2016,2,"Desert, Shimaliya Province, Sudan",19.4022552,27.9053789,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1889,30-Aug-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1890,31-Aug-2016,10,"Unspecified location, Libya",26.76751501,15.38262788,Africa,North Africa,Unknown / Other,Unknown
1891,31-Aug-2016,7,"Sahara Desert, between Agadez, Niger and Subratah, Libya",21.82621055,10.80627538,Africa,North Africa,Shooting,Shot
1892,31-Aug-2016,6,"KM 167 of federal highway near Reynosa, Tamaulipas, Mexico",24.215586,-99.4332699,US-Mexico Border,US-Mexico Border,Accident,Vehicle Accident
1893,31-Aug-2016,5,"Subratah, Libya",32.80188175,12.4495221,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1894,31-Aug-2016,3,Unspecified location between North Africa and Italy,38.9607242,10.9044854,Mediterranean,Mediterranean,Unknown / Other,Unknown
1895,31-Aug-2016,1,Unspecified location between North Africa and Italy,38.9607242,10.9044854,Mediterranean,Mediterranean,Unknown / Other,Unknown
1896,1-Sep-2016,1,Unspecified location between North Africa and Italy,38.9607242,10.9044854,Mediterranean,Mediterranean,Unknown / Other,Unknown
1897,1-Sep-2016,1,"Unspecified location, Libya",27.0663171,14.3336145,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1898,1-Sep-2016,1,"Tripoli, Libya",32.7912308,12.8265161,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1899,1-Sep-2016,1,"Unspecified location, Libya",27.0663171,14.3336145,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1900,2-Sep-2016,3,Channel of Sicily,37.0930737,11.8610189,Mediterranean,Mediterranean,Unknown / Other,Unknown
1901,2-Sep-2016,3,"Banks of river in Darien Jungle, on border with Colombia",7.514102,-77.9921936,Central America,Central America,Unknown / Other,Unknown
1902,2-Sep-2016,2,"Shimaliya Province, Sudan",19.4022552,27.9053789,Africa,North Africa,Sickness,Sickness and lack of access to medicines
1903,2-Sep-2016,1,"Caborca, Sonora, Mexico",30.7222309,-112.1767124,US-Mexico Border,US-Mexico Border,Accident,Hit by vehicle
1904,2-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1905,2-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1906,3-Sep-2016,1,"Rio Grande, ejido Purisima, at Cuidad Acuña, Coahuila, Mexico",27.1334908,-103.434484,US-Mexico Border,US-Mexico Border,Drowning,Drowning
1907,3-Sep-2016,1,"1610 East Paisano Drive, El Paso, El Paso County, Texas",31.7636254,-106.3695652,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1908,3-Sep-2016,1,"Desert, southern California",35.2210911,-119.6342853,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown
1909,5-Sep-2016,7,Unspecified location between North Africa and Italy,38.9607242,10.9044854,Mediterranean,Mediterranean,Unknown / Other,Unknown
1910,5-Sep-2016,7,Unspecified location between North Africa and Italy,38.9607242,10.9044854,Mediterranean,Mediterranean,Unknown / Other,Unknown
1911,5-Sep-2016,5,"Bodies found on shore of Surman, Libya",32.8045171,12.5396451,Mediterranean,Mediterranean,Drowning,Presumed drowning
1912,5-Sep-2016,1,Unspecified location between North Africa and Italy,38.9607242,10.9044854,Mediterranean,Mediterranean,Unknown / Other,Unknown
1913,6-Sep-2016,1,"Viaduct in the A8 motorway, near St Agnes, Menton, France, at the Italy-France border",43.8013157,7.4575417,Europe,Europe,Accident,Accident (non-vehicle)
1914,6-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1915,7-Sep-2016,4,"Bodies found on shore of Az Zawiya, Libya",32.8028076,12.7027606,Mediterranean,Mediterranean,Drowning,Presumed drowning
1916,7-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1917,7-Sep-2016,1,Pima County (see spreadsheet for coordinates),31.9652036,-113.0118945,US-Mexico Border,US-Mexico Border,Unknown / Other,Unknown (skeletal remains)
1918,8-Sep-2016,2,"Matuntugo, Gulf of Uraba, Colombia (Darien Gap)",8.5760067,-77.5160483,South America,South America,Violence,"Violence, Rape"
1919,8-Sep-2016,1,"Edge of a road, outside Tapanatepec, Oaxaca, Mexico",16.3551921,-94.1917494,Central America,Central America,Violence,Cardiac arrest
